N,P,K,temperature,humidity,ph,rainfall,label
64,38,37,22.712599582555743,85.56739348661584,6.857575463523057,253.439945309012,rice
69,37,43,22.588078375604418,81.28824663980933,6.785985670293683,251.8658350153147,rice
72,33,40,23.723726503685732,88.47394398628668,7.21196533670938,253.84059254787635,rice
69,34,33,20.96300830109659,83.20034856153211,7.145277134216986,244.912864989938,rice
67,31,47,22.559554419600737,81.65492669507582,7.16333328279492,250.4650469057008,rice
69,36,47,24.109211579606036,78.68072850591557,7.077062281016503,247.88515018493385,rice
67,40,39,23.905881408596276,88.42384918278321,6.927184499485483,243.71604225346493,rice
64,56,36,22.1249568986734,88.29225510775032,5.772308395363907,275.2710544588853,rice
72,55,37,21.641084399945125,84.80045217466068,5.992676266144077,271.4542075724931,rice
71,53,36,22.658989220815247,82.249368150941,6.0719071040259545,276.87713392049034,rice
70,52,37,22.1033546680122,83.3969061793381,5.769019219312112,268.6501643862591,rice
69,54,39,23.672197152453126,83.27616676337033,5.7367024092549475,264.9770870839465,rice
72,56,37,23.3236538308853,83.69082463532652,5.667161280908405,265.5309275256677,rice
71,52,37,24.912507646889956,85.4071426524514,5.51348001389844,268.96281370063963,rice
67,49,38,23.918720157790414,78.84503338478,5.7694198265234355,272.7211757440184,rice
66,53,39,22.15731849406555,83.29146869425063,5.562581551651383,270.51132248536106,rice
66,56,37,23.683160358681533,84.06754888746075,6.009751869385273,272.3533794536782,rice
102,54,43,19.746771870331862,81.70051365675421,5.435839446860319,242.49870031725732,rice
97,57,39,19.381992863751908,82.17189624632499,5.585477541434858,233.62616823388828,rice
93,52,41,21.816783450091638,84.64039004100242,5.466597168276825,243.80444348817474,rice
92,48,38,19.827373043707883,84.25887587034217,5.592652944979765,236.78414300361857,rice
97,53,40,21.78177198720303,83.73737167527256,5.955469003753565,243.6727474017925,rice
93,53,37,20.157879952904427,82.05926708107765,5.558847883976624,244.84429621662804,rice
94,58,37,20.212731208086556,84.7721312597578,6.025638650659256,237.72742985701993,rice
95,55,41,19.945255966430725,82.84432707775922,5.515845378067439,241.81357053924307,rice
92,58,38,20.826972508037194,84.72046845030859,5.550767170792934,247.42661981422498,rice
90,56,41,19.362304477282546,84.11056048694968,5.687000935785892,241.89160496422804,rice
88,53,34,23.85271345000295,83.02508238666434,6.614390693724973,226.82229313974568,rice
91,54,42,25.328589349069464,80.17621447148507,6.664670365847214,235.2771049190292,rice
94,54,43,24.4007340329854,81.54788711251027,6.463428714090102,228.6673238283741,rice
85,56,36,24.353378938151113,83.50021507071982,6.690615996401793,228.78712997101027,rice
93,52,30,25.076288965138577,85.21687757563565,6.927482094606882,231.3147810806117,rice
91,52,36,24.230815810530142,83.1407085474596,6.544749920355397,233.09478325773233,rice
89,46,35,25.471452014120494,83.65449167144494,6.488593263885979,226.4222648427448,rice
82,51,42,23.943488580710063,84.11863269883106,6.80472514436939,243.04142883719743,rice
85,55,34,26.811080240739116,82.25286918827626,6.463444638554501,221.22692018391228,rice
91,50,37,24.061086151694052,83.84163158621566,6.9577618843535705,235.4344689971942,rice
67,60,33,23.315760127837557,82.66067267106483,6.460567601197302,218.8509713371166,rice
64,57,42,22.20873316249781,86.70514274492976,6.135850153176384,227.3999561027491,rice
68,55,38,22.396450374224692,80.11402691726059,6.11742963484235,211.03608335947158,rice
70,59,37,25.137076522319575,83.53500706044616,6.47729517887115,214.6073071918757,rice
62,60,39,21.516542206062386,85.735328757001,6.4198518337970665,216.5410009162288,rice
63,57,37,22.292252921924796,84.02397999054574,6.363189084100496,224.71826281742852,rice
70,61,44,23.245891583634698,83.61931288278426,6.335313085282454,230.27340684159932,rice
68,55,40,22.829151364716953,84.29171942295781,6.418095008212325,217.10880577504366,rice
66,57,40,22.783055852320622,80.57491697162524,6.581795366162168,217.04334305954237,rice
65,59,40,21.780138516700276,81.64354394265632,6.669971123540596,213.48962749057793,rice
90,54,42,27.557518948627422,79.84330521745947,5.2543962674260225,260.9086735690431,rice
88,53,40,27.238484926037934,82.26669541134031,5.320359971866443,270.36512554853823,rice
89,51,43,25.753755836816442,82.45802706018749,5.580176298267739,269.56001872223004,rice
97,63,37,24.875713491971315,81.21100867278795,5.303323932872961,269.48130751112586,rice
93,54,34,27.98327223864767,81.58680595352732,5.510451501100322,264.2996556082797,rice
89,57,37,26.170723373629286,79.64953375490353,5.561454069157256,271.7422639830332,rice
89,52,36,26.238444194262648,83.520337849003,5.402558173065164,265.9981994615326,rice
89,52,41,25.44384791855455,80.80730694675167,5.337552099919597,272.7477911430739,rice
97,50,42,26.482508399470152,78.31034210560739,5.354345318237814,274.6687773001006,rice
91,56,38,24.931471321776673,78.99586588551965,5.407982446846194,270.2358750798142,rice
86,46,47,23.492147738453426,80.55981578971797,7.304781218318685,246.14343384173216,rice
89,42,40,23.753044791499985,79.55335282057177,7.624835190386625,256.72568599958987,rice
86,47,39,21.880503936171518,79.79841004858275,7.490879246636614,247.44769673792632,rice
87,48,39,23.613708081389312,81.97921205669775,7.710042799461351,255.60115006150602,rice
91,43,41,24.35862974608926,82.59193921555699,7.854532673138101,245.74004157587632,rice
88,38,43,25.063525905350385,80.62147790917719,7.538419792673459,257.37789838240224,rice
89,49,42,24.747648916373162,81.47803334058409,7.602453167188673,251.1981274485126,rice
93,46,40,23.75942988354146,84.78368225100046,7.541776709350831,258.6657818541591,rice
92,47,41,25.546335926202985,81.57582712558202,7.689700510777569,247.7925444352101,rice
88,40,46,24.30028632526616,81.1811920010446,7.699800522115757,247.91780399572104,rice
73,55,41,27.043913678505582,84.07978289771246,5.337087579131381,274.7685586463651,rice
76,58,44,26.02910938302934,81.76150867086425,5.14541205847268,287.3329382811661,rice
72,61,43,27.493440086238714,80.95771012087242,5.104306194954422,286.32416009703144,rice
78,57,40,25.69333551686291,83.5591271842079,4.839889607855318,284.6180121398972,rice
73,57,53,27.423808451337305,79.33023917273923,5.422319734874778,282.4255852182249,rice
79,61,43,26.669320201953965,78.498740848649,5.069633795613444,283.5893153900836,rice
77,55,41,26.684673628839366,80.50039727071182,5.057186514257891,275.19835491600384,rice
70,58,45,26.710985827377552,82.32627258376945,5.161750156027536,292.2110093368125,rice
77,57,44,26.90327014329471,82.1989052791273,4.267043702496794,290.9088593155697,rice
81,55,50,27.28018974781539,85.0791854619467,5.32120453975359,274.20366602869524,rice
91,57,33,23.2391248021427,84.38893196284202,6.88880586049972,192.98948291410144,rice
98,54,39,24.366561129090698,84.04739127128336,7.092000755625856,186.6630103291541,rice
96,56,40,24.386692410281228,83.51424892763076,6.8013450344396125,182.787818747875,rice
94,66,34,23.51808412327877,79.8575174166445,6.796970562075573,182.54302679668746,rice
92,57,35,25.231802924649905,81.31401476555438,6.902686380474714,179.38466727961548,rice
98,56,36,24.460483790188526,83.83298670455373,6.837076915294172,187.38363799392036,rice
93,56,34,22.99905328813198,78.25757776803285,6.852320808753295,188.59663716321066,rice
93,52,41,22.601794623978247,86.30850621484186,6.984999167252387,182.84929059241347,rice
92,56,34,25.610701226255504,81.7993221005667,7.010011491722872,179.36485832828095,rice
93,57,38,24.14389026466392,82.70837590199307,7.1685645070586395,181.20793590104054,rice
95,41,37,26.911359781962776,77.88031744783908,7.143701879938587,220.35939884237538,rice
96,48,33,25.087148331676946,83.57609550879229,7.087306958806821,213.64114324568916,rice
95,48,40,25.05533333280635,83.28563002927086,7.061633029343657,205.53890066818457,rice
91,52,34,26.933263871033322,81.31894184772224,6.886866775316436,211.2292722521062,rice
98,52,41,24.349977987519374,81.4329944604917,6.942931647900273,204.35374626092326,rice
90,53,33,26.081720302195254,78.96986118083075,7.0628837646752665,210.05862725217324,rice
92,58,34,25.59172831331067,79.16870442865617,7.045207805320287,210.22035646136217,rice
89,48,34,25.491085013450768,82.38329547255424,7.121342920713355,206.21735893731307,rice
93,50,39,26.875588408032705,83.8329704310051,6.763564614980078,204.4939457098093,rice
92,58,41,25.385466429214414,82.32023904457836,6.979515703129774,211.07973534560267,rice
58,47,36,23.30985783744191,81.52888776077424,6.939320365346077,228.299877836865,rice
61,51,42,24.538552352099583,84.421455795546,6.742113004007909,229.46858466895767,rice
64,50,42,22.26315195534276,82.90735513178628,6.911842301501197,229.7832858625547,rice
61,47,36,24.148758989903552,79.54229760521359,7.142560159545005,225.77988475940472,rice
58,42,35,25.06382169775802,80.2607643427167,7.0701948020113,234.5729202118739,rice
58,50,36,25.356342729846197,81.21646649530834,6.998318836065014,229.2568863347149,rice
59,49,37,23.600714117259578,77.16686482859897,7.006568696911525,235.60604265119474,rice
59,47,37,21.611946208952784,82.28947873927993,7.290699785074621,218.80885131386358,rice
59,49,41,24.108115786807737,83.0347343974676,6.819441710796416,240.77716475480744,rice
56,45,35,24.295227163555218,78.054676731472,6.9994313211102765,236.4472807989099,rice
84,46,41,21.786855639767186,82.57723890977613,6.494942621246189,280.40449563179686,rice
83,43,44,23.015716038519273,84.12236405320276,6.525244133529121,272.8587892293242,rice
89,38,40,21.72246070192864,81.51329868792773,6.374256451051141,276.33279810665164,rice
83,32,40,22.288818094629818,85.24745365083965,6.3151811341400705,286.56625123555233,rice
82,40,43,20.276168813143858,85.29512212106202,6.094396056385764,283.64403321665674,rice
80,44,45,21.592201706023793,86.03176556184478,6.186773155425302,273.9567203936936,rice
80,36,44,22.53026579387801,82.39698567856884,6.559964942120475,272.01433625242197,rice
86,35,41,21.161820335316268,85.30449147999838,6.181949551669772,274.3885472332343,rice
88,39,34,21.154063225170177,82.61569079659665,6.0113270165748816,263.42908884286567,rice
85,38,46,20.76838371823514,80.92553689609063,5.975591788658637,273.9828057888084,rice
85,37,41,25.224983327677517,81.69484987265714,6.857552426542022,208.43643550773294,rice
96,35,42,23.70900174470298,80.12756250927582,6.715837786596519,212.8318709537215,rice
93,37,43,21.9540821948303,82.90501568254241,7.04787179422003,207.57846886164268,rice
96,31,42,22.780962188420368,84.24212644810554,6.814796027716647,204.05136343225246,rice
89,38,36,23.402767937786333,79.00376869883968,6.815836598508926,206.45944445356565,rice
92,38,38,24.128050520054035,80.18337509838734,7.016791605103976,204.35580642562093,rice
93,34,37,22.40014669150442,77.71642889321275,6.975894478730961,198.535235440739,rice
88,37,36,22.70637185842462,82.04057252804442,7.14085274403003,205.10624844207533,rice
94,35,42,23.784557134013806,77.75817888827397,6.819453968460206,208.0706419481529,rice
91,40,37,24.40145843626941,80.69763122841692,7.092612471331666,209.1856351452598,rice
81,38,31,22.551749753091805,81.1051156469359,5.895042290535626,222.50093070727382,rice
73,38,39,21.707005178888938,79.41721150873205,6.082763786565729,216.93378406081922,rice
76,32,39,22.54380602229789,79.93748321290657,5.720909433323861,223.44265019675734,rice
77,35,34,20.36571588170588,82.16344205662524,5.854244828043982,225.23660821116107,rice
72,35,34,19.56047773354978,82.22410618313177,5.801080648784849,223.48711973875322,rice
73,35,35,22.621918470543655,78.83992052531583,5.9607336360922805,222.7625792395785,rice
76,39,38,23.387701749588217,80.57957977502736,6.109446887838581,212.25580088060974,rice
78,36,37,22.045834339829423,84.23787711815088,6.392960374887313,215.20319625027483,rice
75,36,35,20.592611539440902,80.39958324206852,5.820459918763762,217.57856630270075,rice
81,34,36,20.98813212975746,77.32239555757387,5.81570914915817,227.90048742946828,rice
85,36,38,24.124551636660247,85.67038034143641,5.917961037572753,291.4296695930388,rice
89,41,43,23.75330286639346,85.83511612721853,5.764637933956512,289.6833666357356,rice
85,32,38,22.315385721443043,87.48562800013869,5.750442286868832,292.61002012579866,rice
88,39,42,24.70032995472052,85.05279138470519,5.862553839964221,287.7328245513868,rice
86,35,33,23.201560004452904,88.30077343505542,5.909889973031947,293.1218137601672,rice
88,31,39,23.873248837871945,84.4708509026064,5.8582548998327315,298.71679108860377,rice
86,35,39,25.03794251784294,83.72542947717493,5.644268497951046,293.5482646703092,rice
89,35,36,24.88298963408325,82.11504334568683,6.0164020087004495,288.02712904540147,rice
85,39,37,23.371977950197664,82.75002187641019,5.9731925132184,285.8669053699598,rice
87,38,41,22.526311236545528,84.90041798897681,5.93222795655664,285.422170901966,rice
88,48,32,22.368641440638747,81.66729678772498,6.457813950007348,194.28267133714033,rice
92,46,35,20.82905917374896,82.2995126637005,6.106289937767201,185.88941467177452,rice
87,47,39,22.130864748758576,80.09784458444142,6.458984858478288,186.72804867261044,rice
89,47,38,21.51372932620792,83.20270714561758,6.701069773194473,187.81634675707488,rice
90,44,34,20.822343710135552,79.18997227649444,6.235994351833602,186.7695895504022,rice
87,47,40,22.607988830362277,79.81845506231299,6.4855039452203895,177.48777928846386,rice
88,46,39,20.178194261883878,81.34531779355193,6.095854694165159,189.8114602197197,rice
90,43,40,20.919614200305496,77.72878601972644,6.491317636326213,181.9493922057564,rice
90,48,35,21.46903993708357,82.66030574372517,6.628086328540096,190.22819671922284,rice
82,45,37,20.279073170141807,79.99365292057507,6.693729239379215,181.0677465128825,rice
76,39,45,26.24270111290316,81.31110300248032,5.032953944689676,223.34503615874243,rice
76,42,49,24.084306855591908,79.82315596834412,4.9314694459257815,240.24697052768613,rice
81,39,42,25.72541452762586,82.37454474450738,5.437560813427971,234.40460461960794,rice
80,36,39,26.130849241292168,82.56426979429831,5.003742568402482,232.40921893565556,rice
80,41,40,26.31102192835499,83.04341028292758,5.089345480311077,227.3294056301467,rice
74,39,39,27.013419308961,83.56926565099666,5.325645106127839,225.17585348959506,rice
81,43,38,26.110201602849315,81.3706100335603,5.016622037021495,234.15478600550745,rice
81,39,44,24.525470712655927,81.12791074804963,4.790957776259565,241.6620697978257,rice
76,37,41,24.445095818961583,78.98182713107377,5.122572109669161,218.26359359872663,rice
73,39,47,25.017827015923505,83.48893679568559,5.130042650233884,234.00527581877895,rice
63,62,44,22.292573722404455,79.11582091308202,6.453790750046881,216.465588044361,rice
65,60,42,21.240867059839147,80.85885444921306,6.005393213395817,208.9782522056768,rice
67,60,41,23.790403683678896,85.7077871037655,6.256346178737122,212.36048718758553,rice
69,57,41,20.822119535259503,81.65109300249367,5.94065138302784,211.9232286156381,rice
66,60,42,21.654384242078397,82.57719046837812,5.895618845567415,211.42794889232323,rice
67,62,42,21.751060587766045,79.67615620590392,5.964655103601859,207.00623956562953,rice
69,60,38,21.813684672022525,79.15434303718553,6.169094920227072,206.13419360406488,rice
62,60,43,22.836804661241235,84.23303385142533,6.184407552106161,214.5477870169873,rice
71,57,43,21.80007353626343,82.30207413145106,5.848446298993336,211.312426335803,rice
69,57,40,23.841719076616428,79.48319505969091,6.229643229278722,215.99472267028506,rice
90,42,45,21.092346818449705,84.55019769353942,6.238679601213017,228.0413593535093,rice
82,34,40,20.074216285826935,84.47693419733761,6.069905910571216,228.44304917640252,rice
88,39,41,20.181139741348286,83.53780066189321,6.341564331893005,236.12801263448569,rice
81,45,39,19.690089611271365,81.92675024624276,6.579368575259027,227.95700011748866,rice
84,39,41,20.149943640183384,80.59116643906462,6.310893182141027,232.11850351074168,rice
82,41,44,19.631197861831982,80.36208557058698,6.30252121658757,222.82972097463193,rice
78,38,42,19.396248279597994,82.34030624736482,6.161595958298514,227.41829006812694,rice
89,36,48,21.586509349812637,81.5366733093413,6.2070409349164715,229.01279789402722,rice
81,36,45,21.69311635069595,83.1922535418544,6.113001662154781,242.18619827276873,rice
88,38,45,21.389914972044043,83.78591298083609,5.726881987818889,233.03446857665625,rice
103,46,40,26.04875482816918,78.7014224815278,7.95186735864973,217.10742370544065,rice
97,42,36,25.10294371883211,81.79135013082065,7.154180938715074,225.8642231594741,rice
94,48,38,23.976591931610837,85.2098624473913,7.440734697800836,222.87247514833967,rice
97,50,31,23.16703982902022,85.04238768356262,7.2313288321700675,222.93412504975612,rice
94,49,42,22.422014868890226,80.36501943190476,7.202454725247052,229.09992493323998,rice
97,48,38,23.66297892778352,82.59757483718579,7.2423654198954885,223.1591687317846,rice
98,50,40,23.07868839575173,80.18525125937168,7.757923979489768,222.3795203828044,rice
91,44,41,24.781132632464075,83.30435587314535,7.417564080468556,223.06548559795564,rice
100,48,39,24.17141084991253,79.59934097831285,7.228688783318803,223.54866586764558,rice
98,51,32,23.25116821974708,82.98953187511303,7.016819561474652,226.2371289829145,rice
60,51,41,26.87180548286027,81.18031778495883,7.711769223637757,255.25682348208414,rice
60,55,44,25.693422235325958,82.06501182426095,7.393674946701881,260.59902787390865,rice
64,52,43,24.522916338054266,77.43262108524071,7.717288263046387,260.3105765491781,rice
71,47,40,24.072202693151088,82.00023463814045,7.749483879736537,250.87630336368113,rice
65,51,36,23.84313825534325,78.34790744534287,8.006407457478687,252.2226207711255,rice
64,53,39,25.061377628766994,76.88385011757758,8.133391929385699,250.6603249476794,rice
65,49,40,25.782092641299215,80.13717056941906,7.582482616002633,252.80061023606538,rice
67,58,43,24.976081903829456,81.6536585069256,7.631776252859215,250.34305025814993,rice
67,52,40,26.188221755834842,78.14239925570168,8.215379626924477,255.55167688034746,rice
70,53,37,24.7603209160852,83.32689372432363,7.513943236688909,258.79181103769173,rice
103,60,42,27.89202390152059,87.01792672631576,5.914701839422138,265.2739313866513,rice
98,63,44,25.573556301604725,82.33123541352055,6.269938498825514,267.0555573762187,rice
95,63,42,26.3094547686026,83.85467447154545,6.326939334486295,263.6311309020966,rice
95,56,42,25.839420198011286,87.65449417702592,6.322984392306982,272.80389190716085,rice
103,54,49,26.337540627784975,79.15741404798408,6.48428710551759,273.76811168307523,rice
95,65,45,25.197787860548395,88.60275483764686,6.303802960372647,276.43206282389787,rice
95,64,44,24.84160183275127,82.40642555450874,6.727008537511566,263.3537741794815,rice
101,57,47,26.04679323616687,81.06154995716301,6.198467989316967,276.6194494593437,rice
105,60,40,25.064474156217262,82.71882317996581,6.0674978647298445,278.46305600846364,rice
106,60,45,27.758246554523943,86.94616136769922,6.118204330938056,275.21600188421,rice
95,54,41,23.70521396759288,78.30588236738845,7.2001251818416705,262.80646606146314,rice
93,52,40,23.58573101976664,82.13552510477436,7.109331755720984,262.3978114649115,rice
99,49,41,23.81859046157389,81.58119656554594,7.205001794039765,252.5018241830566,rice
96,52,40,21.984185339059888,80.736826763139,7.367807965927188,256.78668751464664,rice
100,53,40,23.393295255989692,85.5134088364929,6.788278846019838,264.7243263175302,rice
93,44,40,24.914490390136965,79.55699478652879,7.2221832217682715,253.22453130776174,rice
97,58,38,25.52406321366803,79.90785926641428,7.381746058179189,262.5802640920473,rice
91,51,43,25.679510176486524,80.3140285819653,7.182069551364419,258.77548110894924,rice
98,46,34,24.533367133617638,79.96342991932755,6.717396148417446,253.5914094095484,rice
94,45,39,24.717784877906368,81.38235989144083,7.190952125476005,252.12551091059572,rice
61,53,42,19.96322511859675,81.75303235690326,6.314167378197013,247.12955470791422,rice
55,46,42,20.836484222439612,85.09014770781559,6.429159319773402,237.5245500290034,rice
58,53,46,20.688073887387855,84.11058052248055,6.023133107325193,233.44884312370667,rice
61,51,43,20.671662240468564,84.08156766352043,5.964520542791591,233.62639660147872,rice
66,52,46,20.750727890962587,88.00253008324594,6.1972853905707455,239.3156793741169,rice
54,47,46,20.283412160995567,82.07459365695348,6.095507139104971,238.69098455694376,rice
65,52,47,21.94335469065161,84.4195565434997,6.413558511086458,229.99433364647982,rice
60,51,39,21.104500167679248,86.90554500394263,6.11947625621988,244.03867863089124,rice
61,56,41,20.18047902029732,82.5796530365593,6.511312087868618,245.2079616645266,rice
64,44,42,21.1453410724334,84.15957877625453,5.97912318690288,238.81593482383553,rice
77,48,33,22.789843437384153,77.46460998211256,6.224124510366166,199.51325479660295,rice
82,50,37,22.18319365087305,80.71163180833229,6.059194583008992,197.16091654566878,rice
90,53,34,21.92825083352452,85.71395176091482,6.057140802411571,195.80703868873456,rice
81,52,36,21.768140146636465,80.3635666652587,6.004643305741313,190.06153184965171,rice
85,49,42,21.398778714709294,81.51060496904385,6.470101869528899,194.68732592686138,rice
86,50,36,20.541566880705133,80.77169663398948,6.356142601182465,193.63144012182605,rice
87,47,34,23.369969635310238,82.87904276370402,5.715506954530455,195.7320787427975,rice
88,51,30,22.232811696713615,80.9397348567578,6.2665941360173445,197.62261877400283,rice
88,58,36,20.128391877936174,79.6015498850145,5.94734369600053,201.31390177392288,rice
80,50,32,22.678257143190798,79.51951220272537,5.935305850988648,203.15914361030485,rice
76,60,43,21.63546074217996,83.27817943812047,5.674050709435682,263.86020588627633,rice
73,55,44,21.95793501838944,85.00962940357653,6.007494501052426,277.42143150864507,rice
72,55,42,22.45088568998453,89.35510141663683,5.8375485769582385,276.35053074411667,rice
83,53,38,21.33016474081745,84.7641736536737,5.829526742697845,269.34583251927006,rice
74,60,41,20.136485174139565,86.68272024023818,5.61414365346058,270.75754266218655,rice
72,55,40,23.04252677167426,85.96211868019746,5.633721694557493,265.815062686622,rice
74,61,42,21.186154944496337,83.64405125805109,5.711218779245135,268.10406835319316,rice
77,51,42,20.86665939101043,87.36148557054841,5.906554365867099,269.29259761578453,rice
77,61,41,22.43585689632463,85.4176259654953,5.872055715679494,269.12076241394095,rice
72,56,39,21.946676995410613,86.01956585008762,5.787300632541817,267.16465300199565,rice
95,33,39,22.96473105807372,78.80021014766649,6.3900553002216816,200.42705506278577,rice
92,33,40,23.003335103142405,79.3491030845205,6.239371815783154,200.2259808988478,rice
91,36,49,24.18427427499635,81.13706705678301,6.373744401057505,198.00734358243133,rice
90,37,39,23.15719373525876,81.01943750753631,6.036907021069727,205.6861990334368,rice
92,34,36,23.103137660913564,78.07405929375209,6.599327637338918,201.5018230761218,rice
97,34,46,23.257876570370634,83.2915079524846,6.366201540697028,199.89495737764565,rice
93,39,45,23.272910893887396,80.0673367022232,6.188045659892945,212.5168682222717,rice
95,35,42,22.391157796826064,82.13592046858047,6.156041478851228,196.23640148595223,rice
89,31,43,22.305607327239716,81.53612001869959,6.60916475784206,201.8803057608408,rice
95,38,38,24.65545201989354,79.91871315959206,6.6390966373328055,193.79315613170743,rice
84,41,35,26.036522445291173,85.33403738179555,6.181135655628835,232.04906188438156,rice
85,32,39,26.498832763907377,81.15671563054072,6.359852615766337,222.31226403948685,rice
83,40,45,25.43743165455161,83.52122046765437,6.209026006470343,228.72293865243518,rice
88,38,42,25.708956650164662,84.99534269566242,6.486145595541117,224.12383752312337,rice
86,38,38,25.11036898466829,78.52381059190996,6.254533772332758,218.5519454166303,rice
86,35,35,23.60770818799718,82.85665120112934,6.244461249666349,216.14638410551194,rice
86,36,41,25.542376047806343,82.58822001154446,6.5948560256731845,220.36313806795584,rice
88,33,37,23.110229343196014,81.31174307596282,6.38028574736584,224.86384197438832,rice
81,37,42,24.68186536932701,86.6978582893426,6.280930120083057,229.910803006697,rice
87,37,42,23.23051705572343,84.38041955725863,6.140510965226377,226.7414314743701,rice
100,48,36,20.73803447785216,78.94497327262881,5.163185723524843,273.4169433998382,rice
91,48,35,19.0887726475021,81.02392423539726,4.8708809919505365,269.060600632653,rice
95,54,41,19.561963841620123,84.04376939607728,5.407191834447357,264.34649545087154,rice
96,52,37,19.221642474769908,83.56914760126998,4.983314156676206,266.6212276575574,rice
102,57,38,20.943465331289314,82.28515280018773,5.462579729842542,271.1542344698015,rice
95,55,38,20.470585131737867,78.0034422207805,5.069757066363039,268.64779194444196,rice
100,55,43,18.632890470489947,81.1382088679351,5.0857998224362015,264.5221076511536,rice
98,51,39,21.355529582291766,79.29464594112095,4.989180335119361,272.44259776984075,rice
97,53,41,19.998851946243747,83.32490555632518,5.167478697067194,260.7311360088141,rice
94,56,39,19.71122420299291,81.08121325895011,4.9199432346523855,255.99991638950516,rice
